DBA,BORO,ZIPCODE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,10F,30,
HIGHLINE BALLROOM,1,10011,3,2014-01-13 00:00:00,P,04H,16,
BURGER KING,1,10006,39,2014-01-13 00:00:00,P,06D,22,
BURGER KING,1,10006,39,2014-01-13 00:00:00,P,08A,22,
LA LANTERNA DI VITTORIO,1,10012,48,2014-01-13 00:00:00,P,06D,15,
HIGHLINE BALLROOM,1,10011,3,2014-01-13 00:00:00,P,02G,16,
PLAZA PIAXTLA BAKERY,4,11385,8,2014-01-13 00:00:00,P,08C,17,
VALBELLA N.Y.,1,10014,48,2014-01-13 00:00:00,F,08A,16,
VALBELLA N.Y.,1,10014,48,2014-01-13 00:00:00,F,04N,16,
CROWN FRIED CHICKEN,3,11212,18,2014-01-13 00:00:00,P,02G,21,
CROWN FRIED CHICKEN,3,11212,18,2014-01-13 00:00:00,P,06D,21,
DIRTY BIRD TO-GO,1,10011,18,2014-01-13 00:00:00,P,04N,20,
DIRTY BIRD TO-GO,1,10011,18,2014-01-13 00:00:00,P,10F,20,
PETITE ABEILLE,1,10011,35,2014-01-13 00:00:00,P,08A,21,
DIRTY BIRD TO-GO,1,10011,18,2014-01-13 00:00:00,P,08A,20,
PETITE ABEILLE,1,10011,35,2014-01-13 00:00:00,P,06D,21,
CROWN FRIED CHICKEN,3,11212,18,2014-01-13 00:00:00,P,04H,21,
CROWN FRIED CHICKEN,3,11212,18,2014-01-13 00:00:00,P,10F,21,
LA LANTERNA DI VITTORIO,1,10012,48,2014-01-13 00:00:00,P,04L,15,
PLAZA PIAXTLA BAKERY,4,11385,8,2014-01-13 00:00:00,F,16A,,
B AND B RESTAURANT,1,10001,2,2014-01-13 00:00:00,F,08A,36,
B AND B RESTAURANT,1,10001,2,2014-01-13 00:00:00,F,04J,36,
B AND B RESTAURANT,1,10001,2,2014-01-13 00:00:00,F,06C,36,
TRIBECA BAGELS,1,10013,27,2014-01-13 00:00:00,P,04H,12,
TRIBECA BAGELS,1,10013,27,2014-01-13 00:00:00,P,06D,12,
UNITED FEDERATION OF TEACHERS,1,10004,3,2014-01-13 00:00:00,P,09C,14,
"DUNKIN' DONUTS, BASKIN ROBBINS",4,11417,3,2014-01-13 00:00:00,F,16B,,
CAFE BOULUD/BAR PLEIADES,1,10021,35,2014-01-13 00:00:00,P,02G,23,
CAFE BOULUD/BAR PLEIADES,1,10021,35,2014-01-13 00:00:00,P,06E,23,
UNITED FEDERATION OF TEACHERS,1,10004,3,2014-01-13 00:00:00,P,04L,14,
MARYANN'S,1,10013,55,2014-01-13 00:00:00,P,06D,14,
RESERVE,1,10016,82,2014-01-13 00:00:00,F,06C,29,
RESERVE,1,10016,82,2014-01-13 00:00:00,F,02G,29,
RESERVE,1,10016,82,2014-01-13 00:00:00,F,06E,29,
B AND B RESTAURANT,1,10001,2,2014-01-13 00:00:00,F,10F,36,
B AND B RESTAURANT,1,10001,2,2014-01-13 00:00:00,F,04L,36,
RESERVE,1,10016,82,2014-01-13 00:00:00,F,09C,29,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,04N,28,
LEGEND BAR & RESTAURANT,1,10011,20,2014-01-13 00:00:00,P,04M,23,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,04M,28,
LEGEND BAR & RESTAURANT,1,10011,20,2014-01-13 00:00:00,P,08A,23,
GUILTY GOOSE,1,10011,3,2014-01-13 00:00:00,F,10F,33,
GUILTY GOOSE,1,10011,3,2014-01-13 00:00:00,F,02G,33,
GUILTY GOOSE,1,10011,3,2014-01-13 00:00:00,F,06E,33,
OBAO,3,10036,5,2014-01-13 00:00:00,G,04A,63,
EMPIRE CHINESE RESTAURANT ZHENG,2,10452,20,2014-01-13 00:00:00,P,04H,16,
UNITED FEDERATION OF TEACHERS,1,10004,3,2014-01-13 00:00:00,P,06D,14,
EMPIRE CHINESE RESTAURANT ZHENG,2,10452,20,2014-01-13 00:00:00,P,10J,16,
OBAO,3,10036,5,2014-01-13 00:00:00,G,04L,63,
CAFE CLEMENTINE,1,10013,70,2014-01-13 00:00:00,P,10F,20,
MORGAN CAFE,1,10001,3,2014-01-13 00:00:00,P,02G,15,
SUBWAY,1,10011,69,2014-01-13 00:00:00,P,02G,20,
REGIS ROYAL,1,10006,48,2014-01-13 00:00:00,F,06A,32,
MISS K'S ITALIAN EATERY & CAFE,1,10016,3,2014-01-13 00:00:00,P,10F,23,
REGIS ROYAL,1,10006,48,2014-01-13 00:00:00,F,02G,32,
REGIS ROYAL,1,10006,48,2014-01-13 00:00:00,F,06D,32,
REGIS ROYAL,1,10006,48,2014-01-13 00:00:00,F,08A,32,
PALOMBO BAKERY CAFE,2,10475,8,2014-01-13 00:00:00,P,04A,13,
MARYANN'S,1,10013,55,2014-01-13 00:00:00,P,04L,14,
GOLDEN KRUST,3,11212,17,2014-01-13 00:00:00,P,06A,15,
RESERVE,1,10016,82,2014-01-13 00:00:00,F,08C,29,
MARYANN'S,1,10013,55,2014-01-13 00:00:00,P,08A,14,
RESERVE,1,10016,82,2014-01-13 00:00:00,F,02H,29,
SUBWAY,1,10017,69,2014-01-13 00:00:00,P,04L,9,
SUBWAY,1,10017,69,2014-01-13 00:00:00,P,08A,9,
PAZZO PIZZA,1,10017,62,2014-01-13 00:00:00,F,16B,,
TRI TIP GRILL,1,10017,3,2014-01-13 00:00:00,P,02B,15,
LEGEND BAR & RESTAURANT,1,10011,20,2014-01-13 00:00:00,P,06B,23,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,08A,28,
LEGEND BAR & RESTAURANT,1,10011,20,2014-01-13 00:00:00,P,10F,23,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,06D,28,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,06E,28,
SUBWAY,1,10019,69,2014-01-13 00:00:00,P,08B,19,
GUILTY GOOSE,1,10011,3,2014-01-13 00:00:00,F,06C,33,
LA BELLA PANINI,3,11228,48,2014-01-13 00:00:00,P,10B,26,
GUILTY GOOSE,1,10011,3,2014-01-13 00:00:00,F,04A,33,
OBAO,3,10036,5,2014-01-13 00:00:00,G,02B,63,
OBAO,3,10036,5,2014-01-13 00:00:00,G,05F,63,
SUBWAY,1,10011,69,2014-01-13 00:00:00,P,10F,20,
OBAO,3,10036,5,2014-01-13 00:00:00,G,02G,63,
OBAO,3,10036,5,2014-01-13 00:00:00,G,06A,63,
OBAO,3,10036,5,2014-01-13 00:00:00,G,06B,63,
OBAO,3,10036,5,2014-01-13 00:00:00,G,08A,63,
OBAO,3,10036,5,2014-01-13 00:00:00,G,10H,63,
SUBWAY,1,10011,69,2014-01-13 00:00:00,P,04J,20,
CAFE CLEMENTINE,1,10013,70,2014-01-13 00:00:00,P,06D,20,
EMPIRE CHINESE RESTAURANT ZHENG,2,10452,20,2014-01-13 00:00:00,P,02G,16,
CAFE CLEMENTINE,1,10013,70,2014-01-13 00:00:00,P,04H,20,
SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,4,11104,3,2014-01-13 00:00:00,F,02G,29,
SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,4,11104,3,2014-01-13 00:00:00,F,06D,29,
SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,4,11104,3,2014-01-13 00:00:00,F,06E,29,
CAFE CLEMENTINE,1,10013,70,2014-01-13 00:00:00,P,10B,20,
SUBWAY,1,10036,70,2014-01-13 00:00:00,F,05F,46,
REGIS ROYAL,1,10006,48,2014-01-13 00:00:00,F,04L,32,
SUBWAY,1,10036,70,2014-01-13 00:00:00,F,02G,46,
LENZ'S,1,10009,3,2014-01-13 00:00:00,P,09C,17,
SHORTY'S,4,11103,99,2014-01-13 00:00:00,D,10F,15,
LA PINATA MEXICAN GRILL,1,10034,55,2014-01-13 00:00:00,F,04A,31,
LA PINATA MEXICAN GRILL,1,10034,55,2014-01-13 00:00:00,F,10H,31,
JIN GUAN RESTAURANT,4,11385,20,2014-01-13 00:00:00,P,04L,17,
LENZ'S,1,10009,3,2014-01-13 00:00:00,P,02B,17,
AREPAS CAFE,4,11106,77,2014-01-13 00:00:00,P,10B,26,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,04A,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,06D,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,10H,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,06C,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,10B,105,
THE SPANISH MIX RESTAURANT,4,11385,53,2014-01-13 00:00:00,P,04A,19,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,09B,42,
Vivid Cabaret,1,10018,3,2014-01-13 00:00:00,D,10A,9,
COLD STONE CREAMERY/TIM HORTONS,1,10019,14,2014-01-13 00:00:00,P,04L,23,
THE SPANISH MIX RESTAURANT,4,11385,53,2014-01-13 00:00:00,P,02G,19,
Tous Les Jours,4,11355,8,2014-01-13 00:00:00,B,,,
KENTUCKY FRIED CHICKEN,2,10469,18,2014-01-13 00:00:00,P,10A,9,
MISS K'S ITALIAN EATERY & CAFE,1,10016,3,2014-01-13 00:00:00,P,02B,23,
MISS K'S ITALIAN EATERY & CAFE,1,10016,3,2014-01-13 00:00:00,P,10B,23,
PALOMBO BAKERY CAFE,2,10475,8,2014-01-13 00:00:00,P,10F,13,
MISS K'S ITALIAN EATERY & CAFE,1,10016,3,2014-01-13 00:00:00,P,06C,23,
JIN GUAN RESTAURANT,4,11385,20,2014-01-13 00:00:00,P,10A,17,
JIN GUAN RESTAURANT,4,11385,20,2014-01-13 00:00:00,P,10B,17,
MISS K'S ITALIAN EATERY & CAFE,1,10016,3,2014-01-13 00:00:00,P,06D,23,
DEKALB RESTAURANT,3,11205,3,2014-01-13 00:00:00,E,10A,37,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,04C,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,06A,105,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,04L,42,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,10F,42,
COLD STONE CREAMERY/TIM HORTONS,1,10019,14,2014-01-13 00:00:00,P,02B,23,
GOOGLE CHELSEA MARKET,1,10011,3,2014-01-13 00:00:00,P,10F,11,
GOOGLE CHELSEA MARKET,1,10011,3,2014-01-13 00:00:00,P,02G,11,
GOLDEN KRUST,3,11212,17,2014-01-13 00:00:00,P,04H,15,
GOLDEN KRUST,3,11212,17,2014-01-13 00:00:00,P,10F,15,
ANTONIO'S PIZZERIA,3,11201,62,2014-01-13 00:00:00,E,16B,,
LA BELLA PANINI,3,11228,48,2014-01-13 00:00:00,P,02H,26,
LA BELLA PANINI,3,11228,48,2014-01-13 00:00:00,F,16B,,
LA BELLA PANINI,3,11228,48,2014-01-13 00:00:00,P,09C,26,
LA BELLA PANINI,3,11228,48,2014-01-13 00:00:00,P,10F,26,
SUBWAY,1,10019,69,2014-01-13 00:00:00,P,04L,19,
SUBWAY,1,10019,69,2014-01-13 00:00:00,P,04N,19,
SUBWAY,1,10019,69,2014-01-13 00:00:00,P,08A,19,
SUBWAY,1,10019,69,2014-01-13 00:00:00,P,10F,19,
SUBWAY,1,10019,69,2014-01-13 00:00:00,P,06D,19,
SUNNY SASHIMI,1,10001,52,2014-01-13 00:00:00,P,06E,8,
SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,4,11104,3,2014-01-13 00:00:00,F,10F,29,
SHORTY'S,4,11103,99,2014-01-13 00:00:00,D,10H,15,
LENZ'S,1,10009,3,2014-01-13 00:00:00,P,06D,17,
LEO'S PIZZA,4,11106,62,2014-01-13 00:00:00,F,04J,26,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,04L,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,09C,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,10D,105,
SHORTY'S,4,11103,99,2014-01-13 00:00:00,D,04J,15,
LA PINATA MEXICAN GRILL,1,10034,55,2014-01-13 00:00:00,F,05D,31,
LA PINATA MEXICAN GRILL,1,10034,55,2014-01-13 00:00:00,F,10F,31,
LA PINATA MEXICAN GRILL,1,10034,55,2014-01-13 00:00:00,F,02B,31,
LEO'S PIZZA,4,11106,62,2014-01-13 00:00:00,F,06C,26,
LEO'S PIZZA,4,11106,62,2014-01-13 00:00:00,F,02G,26,
JIN GUAN RESTAURANT,4,11385,20,2014-01-13 00:00:00,P,04K,17,
JIN GUAN RESTAURANT,4,11385,20,2014-01-13 00:00:00,P,08A,17,
DEKALB RESTAURANT,3,11205,3,2014-01-13 00:00:00,E,05D,37,
DEKALB RESTAURANT,3,11205,3,2014-01-13 00:00:00,E,10B,37,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,04M,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,08A,105,
AREPAS CAFE,4,11106,77,2014-01-13 00:00:00,P,04M,26,
AREPAS CAFE,4,11106,77,2014-01-13 00:00:00,P,06C,26,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,04J,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,10J,105,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,08A,42,
THE SPANISH MIX RESTAURANT,4,11385,53,2014-01-13 00:00:00,P,10H,19,
Vivid Cabaret,1,10018,3,2014-01-13 00:00:00,D,10B,9,
COLD STONE CREAMERY/TIM HORTONS,1,10019,14,2014-01-13 00:00:00,P,04N,23,
COLD STONE CREAMERY/TIM HORTONS,1,10019,14,2014-01-13 00:00:00,P,08A,23,
SUSHI FUSSION,1,10001,49,2014-01-13 00:00:00,E,05E,38,
SUSHI FUSSION,1,10001,49,2014-01-13 00:00:00,E,10H,38,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,02B,42,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,05D,42,
T.G.I. FRIDAY'S,1,10006,3,2014-01-13 00:00:00,F,10B,29,
CASA ADELA,1,10009,53,2014-01-13 00:00:00,P,06D,26,
CASA ADELA,1,10009,53,2014-01-13 00:00:00,P,10D,26,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,02B,42,
NICKY'S PIZZA,3,11214,63,2014-01-13 00:00:00,P,10F,27,
WENDY'S,3,11207,39,2014-01-13 00:00:00,P,02B,22,
JUNIORS,1,10017,3,2014-01-13 00:00:00,F,10F,30,
SULLIVAN & CROMWELL,1,10004,3,2014-01-13 00:00:00,F,10B,30,
COSI,1,10016,3,2014-01-13 00:00:00,F,04C,29,
COSI,1,10016,3,2014-01-13 00:00:00,F,06E,29,
POPEYES CHICKEN & BISCUITS,3,11207,18,2014-01-13 00:00:00,P,02B,20,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,10F,28,
DUDLEYS,1,10002,3,2014-01-13 00:00:00,F,06E,36,
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,02G,30,
BURGER KING,1,10006,39,2014-01-13 00:00:00,P,06C,22,
ROSA'S CAFE,4,11101,77,2014-01-13 00:00:00,P,02B,26,
ROSA'S CAFE,4,11101,77,2014-01-13 00:00:00,P,08A,26,
BentOn,1,10002,49,2014-01-13 00:00:00,P,04N,6,
PETITE ABEILLE,1,10011,35,2014-01-13 00:00:00,P,02G,21,
LA LANTERNA DI VITTORIO,1,10012,48,2014-01-13 00:00:00,P,04N,15,
LA LANTERNA DI VITTORIO,1,10012,48,2014-01-13 00:00:00,P,08A,15,
HIGHLINE BALLROOM,1,10011,3,2014-01-13 00:00:00,P,10B,16,
PLAZA PIAXTLA BAKERY,4,11385,8,2014-01-13 00:00:00,P,04K,17,
PLAZA PIAXTLA BAKERY,4,11385,8,2014-01-13 00:00:00,P,08A,17,
B AND B RESTAURANT,1,10001,2,2014-01-13 00:00:00,F,02G,36,
CAFE BOULUD/BAR PLEIADES,1,10021,35,2014-01-13 00:00:00,P,02B,23,
CAFE BOULUD/BAR PLEIADES,1,10021,35,2014-01-13 00:00:00,P,10B,23,
MORGAN CAFE,1,10001,3,2014-01-13 00:00:00,P,04L,15,
LEGEND BAR & RESTAURANT,1,10011,20,2014-01-13 00:00:00,P,02B,23,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,04L,28,
OSTERIA AL DODGE,1,10036,48,2014-01-13 00:00:00,F,06F,28,
SUBWAY,1,10036,70,2014-01-13 00:00:00,F,04J,46,
KENTUCKY FRIED CHICKEN,2,10469,18,2014-01-13 00:00:00,P,04H,9,
TRI TIP GRILL,1,10017,3,2014-01-13 00:00:00,P,02G,15,
LA BELLA PANINI,3,11228,48,2014-01-13 00:00:00,P,02G,26,
SUNNY SASHIMI,1,10001,52,2014-01-13 00:00:00,P,10H,8,
SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,4,11104,3,2014-01-13 00:00:00,F,04H,29,
DEKALB RESTAURANT,3,11205,3,2014-01-13 00:00:00,E,10F,37,
AREPAS CAFE,4,11106,77,2014-01-13 00:00:00,P,06D,26,
AREPAS CAFE,4,11106,77,2014-01-13 00:00:00,P,08A,26,
SUSHI FUSSION,1,10001,49,2014-01-13 00:00:00,E,06C,38,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,02G,105,
MASALA KING,4,11004,44,2014-01-13 00:00:00,G,04H,105,
FORTUNE BAKERY,3,11220,20,2014-01-13 00:00:00,F,06D,42,
Vivid Cabaret,1,10018,3,2014-01-13 00:00:00,D,10H,9,
COLD STONE CREAMERY/TIM HORTONS,1,10019,14,2014-01-13 00:00:00,P,10F,23,
CANCUN CAFE,5,10304,3,2014-01-12 00:00:00,P,05D,22,
CANCUN CAFE,5,10304,3,2014-01-12 00:00:00,P,04A,22,
CANCUN CAFE,5,10304,3,2014-01-12 00:00:00,P,10B,22,
COPPER KETTLE,4,11377,3,2014-01-11 00:00:00,U,06E,7,A
FRANKIE & JOHNNIES STEAKHOUSE,1,10036,78,2014-01-11 00:00:00,U,04A,15,B
FRANKIE & JOHNNIES STEAKHOUSE,1,10036,78,2014-01-11 00:00:00,U,06D,15,B
COPPER KETTLE,4,11377,3,2014-01-11 00:00:00,U,10F,7,A
TOBACCO ROAD,1,10036,3,2014-01-11 00:00:00,F,05D,32,C
TOBACCO ROAD,1,10036,3,2014-01-11 00:00:00,F,08A,32,C
TOBACCO ROAD,1,10036,3,2014-01-11 00:00:00,F,10J,32,C
TOBACCO ROAD,1,10036,3,2014-01-11 00:00:00,F,04L,32,C
TOBACCO ROAD,1,10036,3,2014-01-11 00:00:00,F,04A,32,C
Boqueria,3,10011,77,2014-01-11 00:00:00,F,06A,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,06B,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,08A,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,02H,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,04M,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,08C,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,10B,41,Z
Boqueria,3,10011,77,2014-01-11 00:00:00,F,10F,41,Z
LAS CATRACHAS RESTAURANT,5,10302,53,2014-01-11 00:00:00,D,04C,12,A
LAS CATRACHAS RESTAURANT,5,10302,53,2014-01-11 00:00:00,D,10F,12,A
NICK'S BISTRO,4,11375,38,2014-01-11 00:00:00,U,04C,24,Z
NICK'S BISTRO,4,11375,38,2014-01-11 00:00:00,U,06A,24,Z
NICK'S BISTRO,4,11375,38,2014-01-11 00:00:00,U,02G,24,Z
TASTE OF GEORGIA,3,11229,30,2014-01-11 00:00:00,D,10H,7,A
CELEBRATE AT SNUG HARBOR,5,10310,3,2014-01-11 00:00:00,F,10F,52,C
LAS CATRACHAS RESTAURANT,5,10302,53,2014-01-11 00:00:00,D,10C,12,A
CELEBRATE AT SNUG HARBOR,5,10310,3,2014-01-11 00:00:00,F,04L,52,C
LA NAZIONALE SOCCER CLUB,4,11385,48,2014-01-11 00:00:00,D,04A,12,A
LA NAZIONALE SOCCER CLUB,4,11385,48,2014-01-11 00:00:00,D,10B,12,A
CONEY ISLAND GYRO,3,11224,54,2014-01-11 00:00:00,D,10B,2,A
NICK'S BISTRO,4,11375,38,2014-01-11 00:00:00,U,06E,24,Z
FLATBUSH LATIN GRILL,3,11226,53,2014-01-11 00:00:00,D,10F,11,A
FLATBUSH LATIN GRILL,3,11226,53,2014-01-11 00:00:00,D,02B,11,A
TASTE OF GEORGIA,3,11229,30,2014-01-11 00:00:00,D,06F,7,A
CELEBRATE AT SNUG HARBOR,5,10310,3,2014-01-11 00:00:00,F,04A,52,C
CELEBRATE AT SNUG HARBOR,5,10310,3,2014-01-11 00:00:00,F,08A,52,C
CELEBRATE AT SNUG HARBOR,5,10310,3,2014-01-11 00:00:00,F,05D,52,C
Alberto's Pizza & Cheese Steak,1,10011,62,2014-01-11 00:00:00,D,10B,13,A
DUNKIN DONUTS,3,10025,29,2014-01-11 00:00:00,D,10H,13,A
DUNKIN DONUTS,3,10025,29,2014-01-11 00:00:00,D,08A,13,A
DUNKIN DONUTS,3,10025,29,2014-01-11 00:00:00,D,04M,13,A
ANDRES CARNE DE TRES,4,11377,53,2014-01-11 00:00:00,D,02G,13,A
ANDRES CARNE DE TRES,4,11377,53,2014-01-11 00:00:00,D,09B,13,A
ANDRES CARNE DE TRES,4,11377,53,2014-01-11 00:00:00,D,10I,13,A
MAC SHACK,3,11238,3,2014-01-11 00:00:00,D,02G,11,A
THE DAM,1,10025,3,2014-01-11 00:00:00,D,10B,12,A
ERIC'S GOLDEN WOK CHINESE RESTAURANT,1,10011,20,2014-01-11 00:00:00,D,10F,11,A
MAC SHACK,3,11238,3,2014-01-11 00:00:00,D,10F,11,A
ERIC'S GOLDEN WOK CHINESE RESTAURANT,1,10011,20,2014-01-11 00:00:00,D,09B,11,A
SUNSHINE CO.,3,11238,3,2014-01-11 00:00:00,D,08C,13,A
SUNSHINE CO.,3,11238,3,2014-01-11 00:00:00,D,10B,13,A
CANDILEJAS RESTAURANT,3,11224,53,2014-01-11 00:00:00,U,06F,12,A
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,02B,66,Z
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,04L,66,Z
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,04N,66,Z
SHEEHAN'S,4,11358,3,2014-01-11 00:00:00,U,02G,26,Z
SHEEHAN'S,4,11358,3,2014-01-11 00:00:00,U,06D,26,Z
HALAL KITCHEN,4,11378,20,2014-01-11 00:00:00,D,10H,11,A
Alberto's Pizza & Cheese Steak,1,10011,62,2014-01-11 00:00:00,D,04L,13,A
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,04H,66,Z
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,06F,66,Z
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,09B,66,Z
SHEEHAN'S,4,11358,3,2014-01-11 00:00:00,U,04L,26,Z
TKO CHICKEN,3,11234,3,2014-01-11 00:00:00,U,04A,17,B
KFC,3,11234,3,2014-01-11 00:00:00,D,10F,5,A
CHUKO,3,11238,49,2014-01-11 00:00:00,D,06C,13,A
CHUKO,3,11238,49,2014-01-11 00:00:00,D,02G,13,A
AT THE CROWN INN,3,11238,3,2014-01-11 00:00:00,F,06C,42,Z
AT THE CROWN INN,3,11238,3,2014-01-11 00:00:00,F,08A,42,Z
DIDI WORLD FAMOUS FOOD,3,11229,20,2014-01-11 00:00:00,U,06F,5,A
THE DAM,1,10025,3,2014-01-11 00:00:00,D,10F,12,A
MAC SHACK,3,11238,3,2014-01-11 00:00:00,D,10A,11,A
THE DAM,1,10025,3,2014-01-11 00:00:00,D,04H,12,A
GINO'S PIZZERIA OF FOREST HILLS,4,11375,63,2014-01-11 00:00:00,U,06A,12,A
GINO'S PIZZERIA OF FOREST HILLS,4,11375,63,2014-01-11 00:00:00,U,10F,12,A
GINO'S PIZZERIA OF FOREST HILLS,4,11375,63,2014-01-11 00:00:00,U,06D,12,A
SUNSHINE CO.,3,11238,3,2014-01-11 00:00:00,D,02G,13,A
SUNSHINE CO.,3,11238,3,2014-01-11 00:00:00,D,10F,13,A
POPEYES,3,11234,18,2014-01-11 00:00:00,D,06D,5,A
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,08A,66,Z
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,08B,66,Z
CANDILEJAS RESTAURANT,3,11224,53,2014-01-11 00:00:00,U,06C,12,A
SHEEHAN'S,4,11358,3,2014-01-11 00:00:00,U,08A,26,Z
HALAL KITCHEN,4,11378,20,2014-01-11 00:00:00,D,10F,11,A
KFC,3,11234,3,2014-01-11 00:00:00,D,10E,5,A
HALAL KITCHEN,4,11378,20,2014-01-11 00:00:00,D,10B,11,A
HALAL KITCHEN,4,11378,20,2014-01-11 00:00:00,D,10D,11,A
ISLAND KITCHEN CHINESE RESTAURANT,5,10314,20,2014-01-11 00:00:00,D,06D,13,A
PIZZETTERIA BRUNETTI,1,10014,62,2014-01-11 00:00:00,U,10H,14,B
ISLAND KITCHEN CHINESE RESTAURANT,5,10314,20,2014-01-11 00:00:00,D,02G,13,A
PIZZETTERIA BRUNETTI,1,10014,62,2014-01-11 00:00:00,U,06E,14,B
TKO CHICKEN,3,11234,3,2014-01-11 00:00:00,U,02B,17,B
PIZZETTERIA BRUNETTI,1,10014,62,2014-01-11 00:00:00,U,04N,14,B
PIZZETTERIA BRUNETTI,1,10014,62,2014-01-11 00:00:00,U,10B,14,B
Boqueria,3,10011,77,2014-01-11 00:00:00,F,02B,41,Z
DUNKIN DONUTS,3,10025,29,2014-01-11 00:00:00,D,08C,13,A
Alberto's Pizza & Cheese Steak,1,10011,62,2014-01-11 00:00:00,D,08A,13,A
AT THE CROWN INN,3,11238,3,2014-01-11 00:00:00,F,04M,42,Z
AT THE CROWN INN,3,11238,3,2014-01-11 00:00:00,F,05D,42,Z
Station Bar,4,11377,47,2014-01-11 00:00:00,D,10F,2,A
ERIC'S GOLDEN WOK CHINESE RESTAURANT,1,10011,20,2014-01-11 00:00:00,D,02B,11,A
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,06D,66,Z
BANKOK CUISINE,4,11375,82,2014-01-11 00:00:00,F,06E,66,Z
HALAL KITCHEN,4,11378,20,2014-01-11 00:00:00,D,09B,11,A
BOOTS & SADDLE BAR,1,10014,3,2014-01-11 00:00:00,F,06D,37,
BOOTS & SADDLE BAR,1,10014,3,2014-01-11 00:00:00,F,06E,37,
BOOTS & SADDLE BAR,1,10014,3,2014-01-11 00:00:00,F,04L,37,
BOOTS & SADDLE BAR,1,10014,3,2014-01-11 00:00:00,F,06B,37,
BOOTS & SADDLE BAR,1,10014,3,2014-01-11 00:00:00,F,04K,37,
BOOTS & SADDLE BAR,1,10014,3,2014-01-11 00:00:00,F,08A,37,
EAR INN,1,10013,3,2014-01-11 00:00:00,F,08C,11,
EAR INN,1,10013,3,2014-01-11 00:00:00,F,10B,11,
EAR INN,1,10013,3,2014-01-11 00:00:00,F,02G,11,
DALLAS BBQ,1,10003,10,2014-01-11 00:00:00,P,10B,18,
DALLAS BBQ,1,10003,10,2014-01-11 00:00:00,P,09C,18,
FRANKIE & JOHNNIES STEAKHOUSE,1,10036,78,2014-01-11 00:00:00,F,16B,,
DALLAS BBQ,1,10003,10,2014-01-11 00:00:00,P,09A,18,
DALLAS BBQ,1,10003,10,2014-01-11 00:00:00,P,08A,18,
